desc,shortDesc,condition
"""R50 Speaker **Refurbished** Other Option Products""","REFURBISHED ITEM  HP Laptop 17bs018cy (TOUCHSCREEN), Windows 10 Home, 7th Generation Intel Core i57200U Processor, 8 GB DDR4 SDRAM (1 DIMM), Intel HD Graphics 620, 2 TB 5400 RPM SATA hard drive, Finish: HP finish in marine blue with woven texture and ash silver in the strata pattern, Frontfacing HP TrueVision HD Webcam with integrated digital microphone, DVDWriter, 17.3inch diagonal HD+ SVA WLEDbacklit touchscreen (1600x900), 1x1 802.11ac WLAN and Bluetooth, Multiformat digital media card reader, HD Audio with stereo speakers, Fullsize islandstyle backlit keyboard with numeric keypad, Factory Recertified",Recertified
"""R51 Dimm Cover **Refurbished** Other Option Products""","REFURBISHED ITEM  HP Laptop 17bs020cy (TOUCHSCREEN), Windows 10 Home, 7th Generation Intel Core i57200U Processor, 8 GB DDR4 SDRAM (1 DIMM), Intel HD Graphics 620, 2 TB 5400 RPM SATA hard drive, Finish: HP finish in rose gold with the rose trellis pattern, Frontfacing HP TrueVision HD Webcam with integrated digital microphone, DVDWriter, 17.3inch diagonal HD+ SVA WLEDbacklit touchscreen (1600x900), 1x1 802.11ac WLAN and Bluetooth, Multiformat digital media card reader, HD Audio with stereo speakers, Fullsize islandstyle backlit keyboard with numeric keypad, Factory Recertified",Refurbished
"""R51 Dimm Cover **Refurbished** Other Option Products""","REFURBISHED ITEM  HP Laptop 17bs020cy (TOUCHSCREEN), Windows 10 Home, 7th Generation Intel Core i57200U Processor, 8 GB DDR4 SDRAM (1 DIMM), Intel HD Graphics 620, 2 TB 5400 RPM SATA hard drive, Finish: HP finish in rose gold with the rose trellis pattern, Frontfacing HP TrueVision HD Webcam with integrated digital microphone, DVDWriter, 17.3inch diagonal HD+ SVA WLEDbacklit touchscreen (1600x900), 1x1 802.11ac WLAN and Bluetooth, Multiformat digital media card reader, HD Audio with stereo speakers, Fullsize islandstyle backlit keyboard with numeric keypad, Factory Recertified",Recertified
"""R50 14   Hdd Cover **Refurbished** Other Option Products""","REFURBISHED ITEM  HP Laptop 17bs021cy (TOUCHSCREEN), Windows 10 Home, 7th Generation Intel Core i57200U Processor, 8 GB DDR4 SDRAM (1 DIMM), Intel HD Graphics 620, 2 TB 5400 RPM SATA hard drive, Finish: HP finish in silk gold and ash silver with the golden blossoms pattern, Frontfacing HP TrueVision HD Webcam with integrated digital microphone, DVDWriter, 17.3inch diagonal HD+ SVA WLEDbacklit touchscreen (1600x900), 1x1 802.11ac WLAN and Bluetooth, Multiformat digital media card reader, HD Audio with stereo speakers, Fullsize islandstyle backlit keyboard with numeric keypad, Factory Recertified",Refurbished
"""R50 14   Hdd Cover **Refurbished** Other Option Products""","REFURBISHED ITEM  HP Laptop 17bs021cy (TOUCHSCREEN), Windows 10 Home, 7th Generation Intel Core i57200U Processor, 8 GB DDR4 SDRAM (1 DIMM), Intel HD Graphics 620, 2 TB 5400 RPM SATA hard drive, Finish: HP finish in silk gold and ash silver with the golden blossoms pattern, Frontfacing HP TrueVision HD Webcam with integrated digital microphone, DVDWriter, 17.3inch diagonal HD+ SVA WLEDbacklit touchscreen (1600x900), 1x1 802.11ac WLAN and Bluetooth, Multiformat digital media card reader, HD Audio with stereo speakers, Fullsize islandstyle backlit keyboard with numeric keypad, Factory Recertified",Recertified
"""TP 15   HDD CVR R50/51 **Refurbished** Other Option Products""","REFURBISHED ITEM  HP Laptop 15bs178cl (NONTOUCH), Windows 10 Home, 8th Generation Intel Core i58250U Processor, 12 GB DDR4 SDRAM (2 DIMM), Intel UHD Graphics 620 (integrated), 2 TB 5400 RPM SATA hard drive, Frontfacing HP TrueVision HD Webcam with integrated digital microphone, Finish: HP finish in marine blue with woven texture and ash silver in the strata pattern, DVDWriter, 15.6inch diagonal HD SVA BrightView WLEDbacklit (1366x768), 1x1 802.11ac WLAN and Bluetooth, Multiformat digital media card reader, HD Audio with stereo speakers, Fullsize islandstyle keyboard with numeric keypad, Factory Recertifed",Refurbished
"""TP BASE CVR 15  WW R50/51 1829 **Refurbished** Other Option Products""","REFURBISHED ITEM  HP Laptop 15bs188cl (NONTOUCH), Windows 10 Home, 8th Generation Intel Core i58250U Processor, 12 GB DDR4 SDRAM (2 DIMM), Intel UHD Graphics 620, 2 TB 5400 RPM SATA hard drive, Frontfacing HP TrueVision HD Webcam with integrated digital microphone, Finish: HP finish in amethyst purple with woven texture and ash silver in the strata pattern, DVDWriter, 15.6inch diagonal HD SVA BrightView WLEDbacklit (1366x768), 1x1 802.11ac WLAN and Bluetooth, Multiformat digital media card reader, HD Audio with stereo speakers, Fullsize islandstyle keyboard with numeric keypad, Factory Recertified",Refurbished
"""TP BASE CVR 15  WW R50/51 1829 **Refurbished** Other Option Products""","REFURBISHED ITEM  HP Laptop 15bs188cl (NONTOUCH), Windows 10 Home, 8th Generation Intel Core i58250U Processor, 12 GB DDR4 SDRAM (2 DIMM), Intel UHD Graphics 620, 2 TB 5400 RPM SATA hard drive, Frontfacing HP TrueVision HD Webcam with integrated digital microphone, Finish: HP finish in amethyst purple with woven texture and ash silver in the strata pattern, DVDWriter, 15.6inch diagonal HD SVA BrightView WLEDbacklit (1366x768), 1x1 802.11ac WLAN and Bluetooth, Multiformat digital media card reader, HD Audio with stereo speakers, Fullsize islandstyle keyboard with numeric keypad, Factory Recertified",Recertified
"""TP BASE CVR 14.1  WW R50/51 183 **Refurbished** Other Option Products""","REFURBISHED ITEM  HP Laptop 17bs025cl (NONTOUCH), Windows 10 Home, 7th Generation Intel Core i77500U Processor, 16 GB DDR4 SDRAM (2 DIMM), AMD Radeon 530 Graphics with 4 GB DDR3 dedicated graphics, 1 TB 5400 RPM SATA hard drive, Finish: HP finish in natural silver and ash silver in the strata pattern, Frontfacing HP TrueVision HD Webcam with integrated digital microphone, DVDWriter, 17.3inch diagonal FHD 120 Hz IPS antiglare WLEDbacklit (1920 x 1080), 1x1 802.11ac WLAN and Bluetooth, Multiformat digital media card reader, HD Audio with stereo speakers, Fullsize islandstyle backlit keyboard with numeric keypad, Factory Recertified",Refurbished
"""TP BASE CVR 14.1  WW R50/51 183 **Refurbished** Other Option Products""","REFURBISHED ITEM  HP Laptop 17bs025cl (NONTOUCH), Windows 10 Home, 7th Generation Intel Core i77500U Processor, 16 GB DDR4 SDRAM (2 DIMM), AMD Radeon 530 Graphics with 4 GB DDR3 dedicated graphics, 1 TB 5400 RPM SATA hard drive, Finish: HP finish in natural silver and ash silver in the strata pattern, Frontfacing HP TrueVision HD Webcam with integrated digital microphone, DVDWriter, 17.3inch diagonal FHD 120 Hz IPS antiglare WLEDbacklit (1920 x 1080), 1x1 802.11ac WLAN and Bluetooth, Multiformat digital media card reader, HD Audio with stereo speakers, Fullsize islandstyle backlit keyboard with numeric keypad, Factory Recertified",Recertified
"""TP BASE CVR 15  WW R50/51 1830 **Refurbished** Other Option Products""","REFURBISHED ITEM  HP Laptop 17bs072nr (NONTOUCH), Windows 10 Home, Intel Pentium Processor N3710, 8 GB DDR4 SDRAM (1 DIMM), Intel HD Graphics 405 (integrated), 1 TB 5400 RPM SATA hard drive, Finish: HP finish in smoke gray with woven texture and ash silver in the strata pattern, Frontfacing HP TrueVision HD Webcam with integrated digital microphone, DVDWriter, 17.3inch diagonal HD+ SVA BrightView WLEDbacklit Display (1600x900), 1x1 802.11ac WLAN and Bluetooth, Multiformat digital media card reader, HD Audio with stereo speakers, Fullsize islandstyle keyboard with numeric keypad, Factory Recertified",Refurbished
"""TP BASE CVR 15  WW R50/51 1830 **Refurbished** Other Option Products""","REFURBISHED ITEM  HP Laptop 17bs072nr (NONTOUCH), Windows 10 Home, Intel Pentium Processor N3710, 8 GB DDR4 SDRAM (1 DIMM), Intel HD Graphics 405 (integrated), 1 TB 5400 RPM SATA hard drive, Finish: HP finish in smoke gray with woven texture and ash silver in the strata pattern, Frontfacing HP TrueVision HD Webcam with integrated digital microphone, DVDWriter, 17.3inch diagonal HD+ SVA BrightView WLEDbacklit Display (1600x900), 1x1 802.11ac WLAN and Bluetooth, Multiformat digital media card reader, HD Audio with stereo speakers, Fullsize islandstyle keyboard with numeric keypad, Factory Recertified",Recertified
"""TP BASE CVR 14.1  WW R50/51 183 **Refurbished** Other Option Products""","REFURBISHED ITEM  HP Laptop 17bs097cl (NONTOUCH), Windows 10 Home, 7th Generation Intel Core i77500U Processor, 12 GB DDR4 SDRAM (2 DIMM), Intel HD Graphics 620 (integrated), 2 TB 5400 RPM SATA hard drive, Finish: HP finish in smoke gray with woven texture and ash silver in the strata pattern, Frontfacing HP TrueVision HD Webcam with integrated digital microphone, DVDWriter, 17.3inch diagonal HD+ SVA BrightView WLEDbacklit Display (1600x900), 1x1 802.11ac WLAN and Bluetooth, Multiformat digital media card reader, HD Audio with stereo speakers, Fullsize islandstyle keyboard with numeric keypad, Factory Recertified",Refurbished
"""TP BASE CVR 14.1  WW R50/51 183 **Refurbished** Other Option Products""","REFURBISHED ITEM  HP Laptop 17bs097cl (NONTOUCH), Windows 10 Home, 7th Generation Intel Core i77500U Processor, 12 GB DDR4 SDRAM (2 DIMM), Intel HD Graphics 620 (integrated), 2 TB 5400 RPM SATA hard drive, Finish: HP finish in smoke gray with woven texture and ash silver in the strata pattern, Frontfacing HP TrueVision HD Webcam with integrated digital microphone, DVDWriter, 17.3inch diagonal HD+ SVA BrightView WLEDbacklit Display (1600x900), 1x1 802.11ac WLAN and Bluetooth, Multiformat digital media card reader, HD Audio with stereo speakers, Fullsize islandstyle keyboard with numeric keypad, Factory Recertified",Recertified
"""TP BASE CVR 15  WW R50/R51 1831 **Refurbished** Other Option Products""","REFURBISHED ITEM  HP Laptop 17by4005cy (TOUCHSCREEN), Windows 10 Home 64Bit, Intel Core i31125G4 QuadCore Processor 2.00GHz, 8GB DDR42666 SDRAM (2 x 4GB), Intel UHD Graphics (Integrated), 256GB PCIe NVMe M.2 SSD, Finish: Pale rose gold (Top cover) & Natural silver with a vertical brushed pattern (Keyboard deck), HP True Vision 720p HD camera with integrated digital microphone, DVDWriter, 17.3inch diagonal HD+ BrightView Touchscreen Display (1600 x 900), Integrated 10/100/1000 GbE LAN, Intel WiFi 6 AX201 (2x2) + Bluetooth 5 combo (Supporting Gigabit file transfer speeds) (MUMIMO supported, Multiformat SD media card reader, HD Audio with stereo speakers, Fullsize backlit natural silver keyboard with numeric keypad, 45W Smart AC power adapter, 3cell 41WHr Liion battery, Factory Recertified",Refurbished
"""TP BASE CVR 15  WW R50/R51 1831 **Refurbished** Other Option Products""","REFURBISHED ITEM  HP Laptop 17by4005cy (TOUCHSCREEN), Windows 10 Home 64Bit, Intel Core i31125G4 QuadCore Processor 2.00GHz, 8GB DDR42666 SDRAM (2 x 4GB), Intel UHD Graphics (Integrated), 256GB PCIe NVMe M.2 SSD, Finish: Pale rose gold (Top cover) & Natural silver with a vertical brushed pattern (Keyboard deck), HP True Vision 720p HD camera with integrated digital microphone, DVDWriter, 17.3inch diagonal HD+ BrightView Touchscreen Display (1600 x 900), Integrated 10/100/1000 GbE LAN, Intel WiFi 6 AX201 (2x2) + Bluetooth 5 combo (Supporting Gigabit file transfer speeds) (MUMIMO supported, Multiformat SD media card reader, HD Audio with stereo speakers, Fullsize backlit natural silver keyboard with numeric keypad, 45W Smart AC power adapter, 3cell 41WHr Liion battery, Factory Recertified",Recertified
"""KEYBRD BEZEL W/O TOUCHPAD **Refurbished** Cover Parts""",Symantec Essential Support  Renewal  1 Year  Service  24 x 7 x 30 Minute  Technical  Electronic,New
"""KEYBRD BEZEL W/O TOUCHPAD **Refurbished** Cover Parts""",Symantec Essential Support  Renewal  1 Year  Service  24 x 7 x 30 Minute  Technical  Electronic,Refurbished
"""KEYBRD BEZEL W/O TOUCHPAD **Refurbished** Cover Parts""",Symantec Essential Support  Renewal  1 Year  Service  24 x 7 x 30 Minute  Technical  Electronic,Renew
"""LCD CVR TP X41 12.1 **Refurbished** Other Option Products""",Symantec Essential Support  Renewal  1 Year  Service  24 x 7 x 30 Minute  Technical  Electronic,New
"""LCD CVR TP X41 12.1 **Refurbished** Other Option Products""",Symantec Essential Support  Renewal  1 Year  Service  24 x 7 x 30 Minute  Technical  Electronic,Refurbished
"""LCD CVR TP X41 12.1 **Refurbished** Other Option Products""",Symantec Essential Support  Renewal  1 Year  Service  24 x 7 x 30 Minute  Technical  Electronic,Renew
"""Thinkpad X40 Keyboard Bezel **Refurbished** Other Option Products""",Symantec Essential Support  Renewal  1 Year  Service  24 x 7 x 30 Minute  Technical  Electronic,New
"""Thinkpad X40 Keyboard Bezel **Refurbished** Other Option Products""",Symantec Essential Support  Renewal  1 Year  Service  24 x 7 x 30 Minute  Technical  Electronic,Refurbished
"""Thinkpad X40 Keyboard Bezel **Refurbished** Other Option Products""",Symantec Essential Support  Renewal  1 Year  Service  24 x 7 x 30 Minute  Technical  Electronic,Renew
"""Thinkpad X40 Base Assembly **Refurbished** Other Option Products""",Symantec Essential Support  Renewal  1 Year  Service  24 x 7 x 30 Minute  Technical  Electronic,New
"""Thinkpad X40 Base Assembly **Refurbished** Other Option Products""",Symantec Essential Support  Renewal  1 Year  Service  24 x 7 x 30 Minute  Technical  Electronic,Refurbished
"""Thinkpad X40 Base Assembly **Refurbished** Other Option Products""",Symantec Essential Support  Renewal  1 Year  Service  24 x 7 x 30 Minute  Technical  Electronic,Renew
"""Thinkpad X40 Hdd Cover **Refurbished** Other Option Products""",Symantec Essential Support  Renewal  1 Year  Service  24 x 7 x 30 Minute  Technical  Electronic,New
"""Thinkpad X40 Hdd Cover **Refurbished** Other Option Products""",Symantec Essential Support  Renewal  1 Year  Service  24 x 7 x 30 Minute  Technical  Electronic,Refurbished
"""Thinkpad X40 Hdd Cover **Refurbished** Other Option Products""",Symantec Essential Support  Renewal  1 Year  Service  24 x 7 x 30 Minute  Technical  Electronic,Renew
"""Thinkpad X30 Keyboard Bezel **Refurbished** Other Option Products""",Symantec Essential Support  Renewal  1 Year  Service  24 x 7 x 30 Minute  Technical  Electronic,New
"""Thinkpad X30 Keyboard Bezel **Refurbished** Other Option Products""",Symantec Essential Support  Renewal  1 Year  Service  24 x 7 x 30 Minute  Technical  Electronic,Refurbished
"""Thinkpad X30 Keyboard Bezel **Refurbished** Other Option Products""",Symantec Essential Support  Renewal  1 Year  Service  24 x 7 x 30 Minute  Technical  Electronic,Renew
"""Tp Fan Assem Long M10 **Refurbished** Other Option Products""",Symantec Essential Support  Renewal  1 Year  Service  24 x 7 x 30 Minute  Technical  Electronic,New
"""Tp Fan Assem Long M10 **Refurbished** Other Option Products""",Symantec Essential Support  Renewal  1 Year  Service  24 x 7 x 30 Minute  Technical  Electronic,Refurbished
"""Tp Fan Assem Long M10 **Refurbished** Other Option Products""",Symantec Essential Support  Renewal  1 Year  Service  24 x 7 x 30 Minute  Technical  Electronic,Renew
"""TP BASE CVR 15  WW R50/51 1836 **Refurbished** Other Option Products""",Symantec Essential Support  Renewal  1 Year  Service  24 x 7 x 30 Minute  Technical  Electronic,New
"""TP BASE CVR 15  WW R50/51 1836 **Refurbished** Other Option Products""",Symantec Essential Support  Renewal  1 Year  Service  24 x 7 x 30 Minute  Technical  Electronic,Refurbished
"""TP BASE CVR 15  WW R50/51 1836 **Refurbished** Other Option Products""",Symantec Essential Support  Renewal  1 Year  Service  24 x 7 x 30 Minute  Technical  Electronic,Renew
"""FAN ASSEMBLY LONG **Refurbished** Electrical Parts""",Symantec Essential Support  Renewal  1 Year  Service  24 x 7 x 30 Minute  Technical  Electronic,New
"""FAN ASSEMBLY LONG **Refurbished** Electrical Parts""",Symantec Essential Support  Renewal  1 Year  Service  24 x 7 x 30 Minute  Technical  Electronic,Refurbished
"""FAN ASSEMBLY LONG **Refurbished** Electrical Parts""",Symantec Essential Support  Renewal  1 Year  Service  24 x 7 x 30 Minute  Technical  Electronic,Renew
"""Thinkpad T40 Wireless Antenna **Refurbished** Other Option Products""",Symantec Essential Support  Renewal  1 Year  Service  24 x 7 x 30 Minute  Technical  Electronic,New
"""Thinkpad T40 Wireless Antenna **Refurbished** Other Option Products""",Symantec Essential Support  Renewal  1 Year  Service  24 x 7 x 30 Minute  Technical  Electronic,Refurbished
"""Thinkpad T40 Wireless Antenna **Refurbished** Other Option Products""",Symantec Essential Support  Renewal  1 Year  Service  24 x 7 x 30 Minute  Technical  Electronic,Renew
"""Hard Drive Cover **Refurbished** Other Option Products""",Symantec Essential Support  Renewal  1 Year  Service  24 x 7 x 30 Minute  Technical  Electronic,New
"""Hard Drive Cover **Refurbished** Other Option Products""",Symantec Essential Support  Renewal  1 Year  Service  24 x 7 x 30 Minute  Technical  Electronic,Refurbished
"""Hard Drive Cover **Refurbished** Other Option Products""",Symantec Essential Support  Renewal  1 Year  Service  24 x 7 x 30 Minute  Technical  Electronic,Renew
"""Base Cover Assembly **Refurbished** Other Option Products""",Symantec Essential Support  Renewal  1 Year  Service  24 x 7 x 30 Minute  Technical  Electronic,New
"""Base Cover Assembly **Refurbished** Other Option Products""",Symantec Essential Support  Renewal  1 Year  Service  24 x 7 x 30 Minute  Technical  Electronic,Refurbished
"""Base Cover Assembly **Refurbished** Other Option Products""",Symantec Essential Support  Renewal  1 Year  Service  24 x 7 x 30 Minute  Technical  Electronic,Renew
"""BASE COVER ASSEMBLY **Refurbished** Cover Parts""",Symantec Essential Support  Renewal  1 Year  Service  24 x 7 x 30 Minute  Technical  Electronic,New
"""BASE COVER ASSEMBLY **Refurbished** Cover Parts""",Symantec Essential Support  Renewal  1 Year  Service  24 x 7 x 30 Minute  Technical  Electronic,Refurbished
"""BASE COVER ASSEMBLY **Refurbished** Cover Parts""",Symantec Essential Support  Renewal  1 Year  Service  24 x 7 x 30 Minute  Technical  Electronic,Renew
"""Thinkpad R50E Lcd Cover Kit **Refurbished** Other Option Products""",Symantec Essential Support  Renewal  1 Year  Service  24 x 7 x 30 Minute  Technical  Electronic,New
"""Thinkpad R50E Lcd Cover Kit **Refurbished** Other Option Products""",Symantec Essential Support  Renewal  1 Year  Service  24 x 7 x 30 Minute  Technical  Electronic,Refurbished
